fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2019-11-29,USD,20762000000,6495000000,2650000000,4177000000,None,1530000000,14582175000,1293000000,1569000000,12411764000,1720565000,10691000000,929616000,None,1527000000,783140000,562000000,10232000000,8191000000,209000000,3500000000,3149000000,3149267000,2041307000,None,989000000,3149343000,None,4138267000,3377986000,173000000,10530000000,10615000000,14829000000,0,482339000,ADBE
2019-08-30,USD,20054880000,5750096000,2209000000,3650788000,None,1370000000,14620484000,1244011000,None,12503693000,1815625000,10688068000,1441741000,None,1441741000,727611000,557080000,9812107000,7802966000,186999000,3260000000,3148587000,3148587000,891311000,None,988429000,3148587000,None,988429000,3120186000,169787000,10243000000,9874652000,13976701000,61000,484903000,ADBE
2019-05-31,USD,19665909000,5342645000,2083000000,3478979000,None,1272668000,14625764000,1205020000,None,12615023000,1917149000,10697874000,1396069000,None,1396069000,590998000,503221000,9734216000,7687097000,169101000,3130000000,3145668000,3145668000,936659000,None,987938000,3145668000,None,987938000,3011552000,165040000,9932000000,9158742000,13183938000,61000,486273000,ADBE
2019-03-01,USD,19505536000,5133715000,1739000000,3226257000,None,None,14371821000,1104065000,None,2017103000,2017103000,10707715000,None,None,1487411000,565115000,542938000,9634051000,5313736000,145292000,3220000000,892754000,892754000,4320315000,None,3236833000,892754000,None,4129587000,3083839000,168433000,9871000000,8414895000,12579311000,61000,488504000,ADBE
2018-11-30,USD,18768682000,4857039000,1643000000,3228962000,None,1315578000,13911643000,1075072000,1405836000,12650049000,2069001000,10581000000,612104000,None,1586187000,312499000,186522000,9406568000,4301126000,186258000,None,0,None,4921110000,None,4124800000,None,None,4124800000,2915974000,152209000,9362000000,7990751000,11815597000,61000,487663000,ADBE
2018-08-31,USD,15395620000,6300913000,1747144000,4944470000,None,1044507000,9009410000,1019260000,None,7806329000,669476000,7136853000,3197326000,None,3197326000,311936000,183821000,6533695000,3792027000,145566000,2707374000,None,1884966000,867014000,None,1874654000,1884966000,None,1874654000,2615192000,152421000,8861925000,7696767000,11137357000,61000,489007000,ADBE
2018-06-01,USD,15163404000,7741444000,2987986000,6334064000,None,None,7422000000,993486000,None,320000000,320000000,5823792000,None,None,3346078000,332503000,166234000,6457821000,3728956000,117194000,None,None,1884133000,2729000000,None,1874057000,1884133000,None,1874000000,2543462000,152494000,8705583000,6990489000,10471066000,61000,490435000,ADBE
2018-03-02,USD,14973485000,7480814000,2666981000,6147970000,None,None,7492000000,991674000,None,354000000,354000000,5843899000,None,None,3480989000,270154000,153648000,6339457000,3536469000,131090000,None,None,1883311000,2803000000,None,1874794000,1883311000,None,1875000000,2483744000,149266000,8634028000,6295081000,9830399000,61000,492880000,ADBE
2017-12-01,USD,14535556000,7247813000,2306000000,5819774000,None,1217968000,7287743000,936976000,1266518000,6207219000,385658000,5821561000,None,None,3513702000,210071000,143548000,6075687000,3527457000,113538000,2494542000,None,1882479000,666809000,None,1881421000,1882479000,None,1881421000,2405950000,125188000,8459000000,6084436000,9573870000,61000,491262000,ADBE
2017-09-01,USD,13906815000,6581057000,1774550000,5368486000,None,None,7326000000,939809000,None,421000000,421000000,5820656000,None,None,3593936000,206384000,144626000,5736381000,3216144000,90327000,None,None,1889218000,2520000000,None,1889218000,1889218000,None,1889000000,2136771000,113632000,8170434000,5791809000,9072321000,61000,492874000,ADBE
2017-06-02,USD,13364900000,6052197000,1316950000,4931513000,None,None,7313000000,924108000,None,454000000,454000000,5788703000,None,None,3614563000,219232000,146058000,5560902000,3047896000,77905000,None,None,1888398000,2513000000,None,1890000000,1888398000,None,1888000000,2005953000,112296000,7803998000,5538849000,8652752000,61000,493324000,ADBE
2017-03-03,USD,13044783000,5755562000,1068896000,4647617000,None,None,7289000000,821730000,None,489000000,489000000,5753575000,None,80439000,3578721000,257105000,144275000,5456093000,2954069000,191484000,None,None,None,2502000000,None,1880000000,None,None,1884000000,1988008000,110509000,7588690000,5245290000,8299362000,61000,495130000,ADBE
2016-12-02,USD,12697246000,5839774000,1011315000,4761300000,None,None,6857000000,816264000,1109948000,414000000,414000000,5406474000,None,80439000,3749985000,245441000,139890000,5272411000,2811635000,88024000,2014750000,None,1892200000,2460000000,None,1892200000,1892200000,None,1892000000,1945619000,97404000,7424835000,5132472000,8114517000,61000,494254000,ADBE
2021-10-09,USD,11864171000,6161261000,604645000,604645000,4450452000,931758000,5702910000,1483246000,2349872,1653107000,658545000,994562000,None,None,None,174406000,52182000,8667636000,4955229000,3750835000,None,None,None,2678405000,2154364000,1034002000,None,1103627000,1034002000,472608000,148972000,3196535000,2203584000,4586904000,8000,62854000,AAP
2021-07-17,USD,11838725000,6221871000,809287000,809287000,4428115000,803880000,5616854000,1472467000,2301277000,1659333000,665193000,994140000,None,None,None,180589000,43402000,8537160000,4899345000,3807293000,None,None,None,2604129000,None,1033686000,None,1121000000,1033686000,483206000,146980000,3301565000,1973371000,4480085000,8000,64745000,AAP
2021-04-24,USD,11868488000,6310718000,880233000,880233000,4476656000,804826000,5557770000,1463990000,2255213000,1666985000,672455000,994530000,None,None,None,149003000,47831000,8366921000,4792423000,3737853000,None,None,None,3574498000,None,1033369000,None,1033369000,1033369000,451243000,148001000,3501567000,1577727000,4300818000,8000,65688000,AAP
2020-12-31,USD,11839636000,6270001000,834992000,834992000,4538199000,749999000,5569635000,1462602000,2189165,1674717000,681127000,993590000,None,None,None,146811000,52329000,8280124000,4743915000,3640639000,None,None,None,3536209000,2014499000,1032984000,None,1032984000,1032984000,496472000,146281000,3559512000,1394080000,4196634000,8000,66361000,AAP
2020-09-30,USD,11972763000,6437350000,1068205000,1068205000,4367272000,843054000,5535413000,1444889000,2138194000,1677713000,686315000,991398000,None,None,None,158819000,50374000,8210099000,4648888000,3527324000,None,None,None,3561211000,2014898000,1031872000,None,1128000000,3046770000,488894000,171711000,3762664000,1072719000,4101776000,8000,68965000,AAP
2020-07-11,USD,11930665000,6395525000,1141502000,None,4358489000,742346000,None,1436485000,2096439000,1682878000,692482000,990396000,None,None,None,153188000,48250000,8204146000,4437559000,3310073000,None,None,None,None,None,1240340000,None,1352000000,None,467844000,146761000,3726519000,961592000,3971507000,8000,69118000,AAP
2020-04-18,USD,12072572000,6571995000,1279838000,1279838000,4526003000,627405000,None,1444478000,2081478000,1687144000,698032000,989112000,0,0,None,138749000,49444000,8535543000,4831049000,3304207000,None,944840000,None,None,None,1241094000,500000000,1283000000,None,498686000,133979000,3537029000,960150000,3798983000,8000,69181000,AAP
2019-12-31,USD,11248525000,5695543000,418665000,418665000,4432168000,689469000,5552982000,1433213000,2037849000,1701996000,709756000,992240000,0,0,None,155241000,52448000,7699444000,4477702000,3421987000,None,477982000,None,3236742000,2017159000,747320000,0,747320000,747320000,519852000,123250000,3549081000,924389000,3772848000,8000,69232000,AAP
2019-10-05,USD,11106802000,5826648000,573726000,573726000,4391093000,721342000,5280154000,1389089000,2008278000,1505887000,514512000,991375000,None,None,None,140487000,49446000,7651860000,4463913000,3402538000,None,None,None,3187947000,1997721000,801000000,0,747136000,747136000,482301000,124781000,3454942000,912335000,3681100000,8000,70381000,AAP
2019-07-13,USD,11267946000,5962471000,747719000,747719000,4374933000,713061000,None,1381388000,1985197000,1514401000,521969000,992432000,None,None,None,126758000,49667000,7596644000,4372405000,3317972000,None,None,None,None,None,793000000,0,746951000,None,467314000,131035000,3671302000,572592000,3561620000,8000,71738000,AAP
2019-04-20,USD,11081511000,5781838000,537330000,537330000,4433981000,684419000,None,1363128000,1951225000,1518942000,527702000,991240000,None,None,None,126108000,46241000,7534288000,4298877000,3276955000,None,None,None,None,None,781063000,63000,746767000,None,491645000,124067000,3547223000,560245000,3441138000,8000,71787000,AAP
2018-12-31,USD,9040648000,6082454000,896527000,896527000,4362547000,624972000,2958194000,1368985000,1918502000,1540830000,550593000,990237000,0,0,None,198408000,48379000,5489835000,3885950000,3172790000,None,210000,210000,1297732000,None,1074210000,210000,1045720000,1045930000,90019000,239812000,3550813000,425954000,3326155000,8000,72460000,AAP
2018-10-06,USD,8972353000,6024283000,970006000,970006000,4187082000,698617000,2948070000,1335769000,1914153000,1555462000,562698000,992764000,None,None,None,168578000,56839000,5312717000,3721232000,3023660000,None,None,211000,1591485000,None,1071211000,211000,1045398000,1045398000,48755000,225927000,3659636000,271082000,3277118000,8000,73888000,AAP
2018-07-14,USD,8835556000,5877816000,902249000,902249000,4159756000,664149000,None,1338931000,1874396000,1563887000,571953000,991934000,None,None,None,151662000,54922000,5177606000,3598217000,2909990000,None,None,None,None,None,1080181000,181000,1045077000,None,52331000,220222000,3657950000,150257000,3165696000,8000,74054000,AAP
2018-04-21,USD,8614953000,5617516000,639143000,639143000,4230473000,620378000,None,1358397000,1836151000,1576807000,583346000,993461000,None,None,None,127522000,62233000,5068332000,3480139000,2890317000,None,None,None,None,None,1083223000,175000,1044755000,None,46479000,232752000,3546621000,149824000,3052336000,8000,73979000,AAP
2017-12-31,USD,8482301000,5426892000,546937000,546937000,4168492000,606357000,3055000000,1394138000,1783383000,1591974000,597674000,994300000,0,0,None,105106000,69304000,5067105000,3480097000,2894582000,None,350000,350000,1587000000,None,1109350000,350000,1044327000,1044677000,51967000,239061000,3415196000,144600000,2920096000,8000,73936000,AAP
2017-10-07,USD,8468224000,5367952000,896527000,363302000,4219321000,679359000,3100000000,1418486000,1755749000,1602928000,608520000,994408000,None,None,None,105970000,78858000,5237437000,3537409000,2921653000,None,None,350000,1700000000,None,1129350000,350000,1044008000,1044350000,43396000,226826000,3230787000,141482000,2740046000,8000,73866000,AAP
2017-04-22,USD,8428657000,5306693000,126087000,126087000,4413803000,683024000,None,1439621000,1716511000,None,626974000,990695000,None,None,None,83779000,64674000,None,3659631000,3049218000,None,None,None,None,None,None,520000,1073372000,None,47137000,225851000,3023675000,141223000,2565927000,8000,73782000,AAP
2016-12-31,USD,8315033000,5172764000,135178000,135178000,4325868000,641252000,3142269000,1446340000,1660648000,1631803000,640903000,990900000,None,None,None,70466000,64149000,5398841000,3676046000,3086177000,None,None,13124000,1722795000,None,1118306000,306000,1042949000,1043255000,35472000,225564000,2916192000,138102000,2462935000,8000,73749000,AAP
2016-10-08,USD,8414645000,5262126000,119494000,119494000,4357013000,686947000,3153000000,1442173000,1628756000,1643753000,652361000,991392000,None,None,None,98672000,66593000,5558924000,3837351000,3197075000,None,None,372000,1722000000,None,1135372000,372000,1042633000,1043372000,49579000,223592000,2855721000,132009000,2404998000,8000,73638000,AAP
2021-09-30,USD,35030000000,5690000000,1411000000,1581000000,577000000,1400000000,29107000000,22788000000,8112000000,2038000000,928000000,1110000000,865000000,781000000,170000000,889000000,1917000000,31548000000,4658000000,1015000000,258000000,None,1494000000,23674000000,None,18517000000,1494000000,None,20011000000,2065000000,3214000000,3482000000,1846000000,-457000000,8000000,666713829,AES
2021-06-30,USD,34727000000,5530000000,1213000000,1495000000,445000000,1374000000,28896000000,22582000000,7970000000,2010000000,900000000,1110000000,912000000,793000000,282000000,868000000,1892000000,31462000000,4337000000,948000000,369000000,None,1345000000,23844000000,None,18664000000,1345000000,None,20009000000,1905000000,3259000000,3265000000,1850000000,-800000000,8000000,666329509,AES
2021-03-31,USD,35203000000,6237000000,1886000000,2073000000,446000000,1342000000,28671000000,22498000000,8342000000,1943000000,797000000,1146000000,896000000,785000000,187000000,728000000,1878000000,31826000000,5021000000,832000000,675000000,None,1505000000,23481000000,None,18379000000,1505000000,None,19884000000,2385000000,3110000000,3377000000,1850000000,-828000000,8000000,666257334,AES
2020-12-31,USD,34603000000,5414000000,1089000000,1424000000,461000000,1438000000,29502000000,22826000000,8472000000,1888000000,827000000,1061000000,945000000,835000000,335000000,726000000,1660000000,31969000000,5362000000,1156000000,969000000,4000000,1430000000,23649000000,77000000,321000000,1430000000,None,321000000,2338000000,3241000000,2634000000,1858000000,-680000000,8000000,665370128,AES
